,label,text,text_clean,remove_stop
1032,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*","['Hello', 'baby', 'did', 'you', 'get', 'back', 'to', 'your', 'moms', 'Are', 'you', 'setting', 'up', 'the', 'computer', 'now', 'Filling', 'your', 'belly', 'How', 'goes', 'it', 'loverboy', 'I', 'miss', 'you', 'already', 'sighs']","['Hello', 'baby', 'get', 'back', 'moms', 'Are', 'setting', 'computer', 'Filling', 'belly', 'How', 'goes', 'loverboy', 'I', 'miss', 'already', 'sighs']"
1033,ham,"No my blankets are sufficient, thx","['No', 'my', 'blankets', 'are', 'sufficient', 'thx']","['No', 'blankets', 'sufficient', 'thx']"
1034,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt","['naughty', 'little', 'thought', 'its', 'better', 'to', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'than', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'Gud', 'nyt']","['naughty', 'little', 'thought', 'better', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'Gud', 'nyt']"
1035,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)","['Edison', 'has', 'rightly', 'said', 'A', 'fool', 'can', 'ask', 'more', 'questions', 'than', 'a', 'wise', 'man', 'can', 'answer', 'Now', 'you', 'know', 'why', 'all', 'of', 'us', 'are', 'speechless', 'during', 'ViVa', 'GMGNGEGNT']","['Edison', 'rightly', 'said', 'A', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'Now', 'know', 'us', 'speechless', 'ViVa', 'GMGNGEGNT']"
1036,ham,They just talking thats it de. They wont any other.,"['They', 'just', 'talking', 'thats', 'it', 'de', 'They', 'wont', 'any', 'other']","['They', 'talking', 'thats', 'de', 'They', 'wont']"
1037,ham,Today am going to college so am not able to atten the class.,"['Today', 'am', 'going', 'to', 'college', 'so', 'am', 'not', 'able', 'to', 'atten', 'the', 'class']","['Today', 'going', 'college', 'able', 'atten', 'class']"
1038,ham,I'm in class. Will holla later,"['Im', 'in', 'class', 'Will', 'holla', 'later']","['Im', 'class', 'Will', 'holla', 'later']"
1039,ham,Easy ah?sen got selected means its good..,"['Easy', 'ahsen', 'got', 'selected', 'means', 'its', 'good']","['Easy', 'ahsen', 'got', 'selected', 'means', 'good']"
1040,ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,"['Mmm', 'thats', 'better', 'now', 'i', 'got', 'a', 'roast', 'down', 'me', 'i', 'd', 'b', 'better', 'if', 'i', 'had', 'a', 'few', 'drinks', 'down', 'me', '2', 'Good', 'indian']","['Mmm', 'thats', 'better', 'got', 'roast', 'b', 'better', 'drinks', '2', 'Good', 'indian']"
1041,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p","['We', 'know', 'someone', 'who', 'you', 'know', 'that', 'fancies', 'you', 'Call', '09058097218', 'to', 'find', 'out', 'who', 'POBox', '6', 'LS15HB', '150p']","['We', 'know', 'someone', 'know', 'fancies', 'Call', '09058097218', 'find', 'POBox', '6', 'LS15HB', '150p']"
1042,ham,"Come round, it's . ","['Come', 'round', 'its', '']","['Come', 'round', '']"
1043,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""","['Do', '1', 'thing', 'Change', 'that', 'sentence', 'into', 'Because', 'i', 'want', '2', 'concentrate', 'in', 'my', 'educational', 'career', 'im', 'leaving', 'here']","['Do', '1', 'thing', 'Change', 'sentence', 'Because', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving']"
1044,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!","['1000s', 'flirting', 'NOW', 'Txt', 'GIRL', 'or', 'BLOKE', 'ur', 'NAME', 'AGE', 'eg', 'GIRL', 'ZOE', '18', 'to', '8007', 'to', 'join', 'and', 'get', 'chatting']","['1000s', 'flirting', 'NOW', 'Txt', 'GIRL', 'BLOKE', 'ur', 'NAME', 'AGE', 'eg', 'GIRL', 'ZOE', '18', '8007', 'join', 'get', 'chatting']"
1045,ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,"['I', 'walked', 'an', 'hour', '2', 'c', 'u', 'doesn', 't', 'that', 'show', 'I', 'care', 'y', 'wont', 'u', 'believe', 'im', 'serious']","['I', 'walked', 'hour', '2', 'c', 'u', 'show', 'I', 'care', 'wont', 'u', 'believe', 'im', 'serious']"
1046,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,"['18', 'days', 'to', 'Euro2004', 'kickoff', 'U', 'will', 'be', 'kept', 'informed', 'of', 'all', 'the', 'latest', 'news', 'and', 'results', 'daily', 'Unsubscribe', 'send', 'GET', 'EURO', 'STOP', 'to', '83222']","['18', 'days', 'Euro2004', 'kickoff', 'U', 'kept', 'informed', 'latest', 'news', 'results', 'daily', 'Unsubscribe', 'send', 'GET', 'EURO', 'STOP', '83222']"
1047,ham,Are you available for soiree on June 3rd?,"['Are', 'you', 'available', 'for', 'soiree', 'on', 'June', '3rd']","['Are', 'available', 'soiree', 'June', '3rd']"
1048,ham,Do u noe wat time e place dat sells 4d closes?,"['Do', 'u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sells', '4d', 'closes']","['Do', 'u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sells', '4d', 'closes']"
1049,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished","['I', 'got', 'another', 'job', 'The', 'one', 'at', 'the', 'hospital', 'doing', 'data', 'analysis', 'or', 'something', 'starts', 'on', 'monday', 'Not', 'sure', 'when', 'my', 'thesis', 'will', 'got', 'finished']","['I', 'got', 'another', 'job', 'The', 'one', 'hospital', 'data', 'analysis', 'something', 'starts', 'monday', 'Not', 'sure', 'thesis', 'got', 'finished']"
1050,ham,Jay's getting really impatient and belligerent,"['Jays', 'getting', 'really', 'impatient', 'and', 'belligerent']","['Jays', 'getting', 'really', 'impatient', 'belligerent']"
1051,ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,"['HIYA', 'COMIN', '2', 'BRISTOL', '1', 'ST', 'WEEK', 'IN', 'APRIL', 'LES', 'GOT', 'OFF', 'RUDI', 'ON', 'NEW', 'YRS', 'EVE', 'BUT', 'I', 'WAS', 'SNORINGTHEY', 'WERE', 'DRUNK', 'U', 'BAK', 'AT', 'COLLEGE', 'YET', 'MY', 'WORK', 'SENDS', 'INK', '2', 'BATH']","['HIYA', 'COMIN', '2', 'BRISTOL', '1', 'ST', 'WEEK', 'IN', 'APRIL', 'LES', 'GOT', 'OFF', 'RUDI', 'ON', 'NEW', 'YRS', 'EVE', 'BUT', 'I', 'WAS', 'SNORINGTHEY', 'WERE', 'DRUNK', 'U', 'BAK', 'AT', 'COLLEGE', 'YET', 'MY', 'WORK', 'SENDS', 'INK', '2', 'BATH']"
1052,ham,I'm at work. Please call,"['Im', 'at', 'work', 'Please', 'call']","['Im', 'work', 'Please', 'call']"
1053,ham,Then u drive lor.,"['Then', 'u', 'drive', 'lor']","['Then', 'u', 'drive', 'lor']"
1054,ham,Ard 515 like dat. Y?,"['Ard', '515', 'like', 'dat', 'Y']","['Ard', '515', 'like', 'dat', 'Y']"
1055,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,"['Tell', 'me', 'theyre', 'female', 'V', 'howre', 'you', 'throwing', 'in', 'Were', 'deciding', 'what', 'all', 'to', 'get', 'now']","['Tell', 'theyre', 'female', 'V', 'howre', 'throwing', 'Were', 'deciding', 'get']"
1056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,"['EASTENDERS', 'TV', 'Quiz', 'What', 'FLOWER', 'does', 'DOT', 'compare', 'herself', 'to', 'D', 'VIOLET', 'E', 'TULIP', 'F', 'LILY', 'txt', 'D', 'E', 'or', 'F', 'to', '84025', 'NOW', '4', 'chance', '2', 'WIN', '100', 'Cash', 'WKENT150P16']","['EASTENDERS', 'TV', 'Quiz', 'What', 'FLOWER', 'DOT', 'compare', 'D', 'VIOLET', 'E', 'TULIP', 'F', 'LILY', 'txt', 'D', 'E', 'F', '84025', 'NOW', '4', 'chance', '2', 'WIN', '100', 'Cash', 'WKENT150P16']"
1057,ham,I'm working technical support :)voice process.networking field.,"['Im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']","['Im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']"
1058,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,"['I', 'might', 'come', 'to', 'kerala', 'for', '2', 'daysso', 'you', 'can', 'be', 'prepared', 'to', 'take', 'a', 'leave', 'once', 'i', 'finalise', 'dont', 'plan', 'any', 'travel', 'during', 'my', 'visitneed', 'to', 'finish', 'urgent', 'works']","['I', 'might', 'come', 'kerala', '2', 'daysso', 'prepared', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visitneed', 'finish', 'urgent', 'works']"
1059,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,"['Ok', 'Not', 'sure', 'what', 'time', 'tho', 'as', 'not', 'sure', 'if', 'can', 'get', 'to', 'library', 'before', 'class', 'Will', 'try', 'See', 'you', 'at', 'some', 'point', 'Have', 'good', 'eve']","['Ok', 'Not', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'Will', 'try', 'See', 'point', 'Have', 'good', 'eve']"
1060,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,"['We', 'have', 'new', 'local', 'dates', 'in', 'your', 'area', 'Lots', 'of', 'new', 'people', 'registered', 'in', 'YOUR', 'AREA', 'Reply', 'DATE', 'to', 'start', 'now', '18', 'only', 'wwwflirtpartyus', 'REPLYS150']","['We', 'new', 'local', 'dates', 'area', 'Lots', 'new', 'people', 'registered', 'YOUR', 'AREA', 'Reply', 'DATE', 'start', '18', 'wwwflirtpartyus', 'REPLYS150']"
1061,ham,"That's fine, I'll bitch at you about it later then","['Thats', 'fine', 'Ill', 'bitch', 'at', 'you', 'about', 'it', 'later', 'then']","['Thats', 'fine', 'Ill', 'bitch', 'later']"
1062,ham,No my mum went 2 dentist.,"['No', 'my', 'mum', 'went', '2', 'dentist']","['No', 'mum', 'went', '2', 'dentist']"
1063,ham,Once free call me sir. I am waiting for you.,"['Once', 'free', 'call', 'me', 'sir', 'I', 'am', 'waiting', 'for', 'you']","['Once', 'free', 'call', 'sir', 'I', 'waiting']"
1064,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,"['Meeting', 'u', 'is', 'my', 'work', 'Tel', 'me', 'when', 'shall', 'i', 'do', 'my', 'work', 'tomorrow']","['Meeting', 'u', 'work', 'Tel', 'shall', 'work', 'tomorrow']"
1065,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,"['Someone', 'U', 'know', 'has', 'asked', 'our', 'dating', 'service', '2', 'contact', 'you', 'Cant', 'Guess', 'who', 'CALL', '09058091854', 'NOW', 'all', 'will', 'be', 'revealed', 'PO', 'BOX385', 'M6', '6WU']","['Someone', 'U', 'know', 'asked', 'dating', 'service', '2', 'contact', 'Cant', 'Guess', 'CALL', '09058091854', 'NOW', 'revealed', 'PO', 'BOX385', 'M6', '6WU']"
1066,ham,Jus finish bathing...,"['Jus', 'finish', 'bathing']","['Jus', 'finish', 'bathing']"
1067,ham,"alright, I'll make sure the car is back tonight","['alright', 'Ill', 'make', 'sure', 'the', 'car', 'is', 'back', 'tonight']","['alright', 'Ill', 'make', 'sure', 'car', 'back', 'tonight']"
1068,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,"['URGENT', 'We', 'are', 'trying', 'to', 'contact', 'U', 'Todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', '800', 'prize', 'GUARANTEED', 'Call', '09050003091', 'from', 'land', 'line', 'Claim', 'C52', 'Valid12hrs', 'only']","['URGENT', 'We', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '800', 'prize', 'GUARANTEED', 'Call', '09050003091', 'land', 'line', 'Claim', 'C52', 'Valid12hrs']"
1069,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,"['Dear', 'Uve', 'been', 'invited', 'to', 'XCHAT', 'This', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'u', 'Txt', 'CHAT', 'to', '86688']","['Dear', 'Uve', 'invited', 'XCHAT', 'This', 'final', 'attempt', 'contact', 'u', 'Txt', 'CHAT', '86688']"
1070,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,"['Lul', 'im', 'gettin', 'some', 'juicy', 'gossip', 'at', 'the', 'hospital', 'Two', 'nurses', 'are', 'talking', 'about', 'how', 'fat', 'they', 'are', 'gettin', 'And', 'one', 'thinks', 'shes', 'obese', 'Oyea']","['Lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', 'Two', 'nurses', 'talking', 'fat', 'gettin', 'And', 'one', 'thinks', 'shes', 'obese', 'Oyea']"
1071,ham,Aight ill get on fb in a couple minutes,"['Aight', 'ill', 'get', 'on', 'fb', 'in', 'a', 'couple', 'minutes']","['Aight', 'ill', 'get', 'fb', 'couple', 'minutes']"
1072,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,"['Oi', 'Ami', 'parchi', 'na', 're', 'Kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'Phone', 'ta', 'tul', 'na', 'Plz', 'Plz']","['Oi', 'Ami', 'parchi', 'na', 'Kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'Phone', 'ta', 'tul', 'na', 'Plz', 'Plz']"
1073,ham,Where can download clear movies. Dvd copies.,"['Where', 'can', 'download', 'clear', 'movies', 'Dvd', 'copies']","['Where', 'download', 'clear', 'movies', 'Dvd', 'copies']"
1074,ham,"Yep, by the pretty sculpture","['Yep', 'by', 'the', 'pretty', 'sculpture']","['Yep', 'pretty', 'sculpture']"
1075,ham,Convey my regards to him,"['Convey', 'my', 'regards', 'to', 'him']","['Convey', 'regards']"
1076,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,"['Me', 'too', 'watching', 'surya', 'movie', 'only', 'after', '6', 'pm', 'vijay', 'movie', 'POKKIRI']","['Me', 'watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'POKKIRI']"
1077,ham,You tell what happen dont behave like this to me. Ok no need to say,"['You', 'tell', 'what', 'happen', 'dont', 'behave', 'like', 'this', 'to', 'me', 'Ok', 'no', 'need', 'to', 'say']","['You', 'tell', 'happen', 'dont', 'behave', 'like', 'Ok', 'need', 'say']"
1078,ham,Can u get pic msgs to your phone?,"['Can', 'u', 'get', 'pic', 'msgs', 'to', 'your', 'phone']","['Can', 'u', 'get', 'pic', 'msgs', 'phone']"
1079,ham,Send to someone else :-),"['Send', 'to', 'someone', 'else', '']","['Send', 'someone', 'else', '']"
1080,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,"['Wat', 'makes', 'some', 'people', 'dearer', 'is', 'not', 'just', 'de', 'happiness', 'dat', 'u', 'feel', 'when', 'u', 'meet', 'them', 'but', 'de', 'pain', 'u', 'feel', 'when', 'u', 'miss', 'dem']","['Wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
1081,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,"['For', 'me', 'the', 'love', 'should', 'start', 'with', 'attractioni', 'should', 'feel', 'that', 'I', 'need', 'her', 'every', 'time', 'around', 'meshe', 'should', 'be', 'the', 'first', 'thing', 'which', 'comes', 'in', 'my', 'thoughtsI', 'would', 'start', 'the', 'day', 'and', 'end', 'it', 'with', 'hershe', 'should', 'be', 'there', 'every', 'time', 'I', 'dreamlove', 'will', 'be', 'then', 'when', 'my', 'every', 'breath', 'has', 'her', 'namemy', 'life', 'should', 'happen', 'around', 'hermy', 'life', 'will', 'be', 'named', 'to', 'herI', 'would', 'cry', 'for', 'herwill', 'give', 'all', 'my', 'happiness', 'and', 'take', 'all', 'her', 'sorrowsI', 'will', 'be', 'ready', 'to', 'fight', 'with', 'anyone', 'for', 'herI', 'will', 'be', 'in', 'love', 'when', 'I', 'will', 'be', 'doing', 'the', 'craziest', 'things', 'for', 'herlove', 'will', 'be', 'when', 'I', 'dont', 'have', 'to', 'proove', 'anyone', 'that', 'my', 'girl', 'is', 'the', 'most', 'beautiful', 'lady', 'on', 'the', 'whole', 'planetI', 'will', 'always', 'be', 'singing', 'praises', 'for', 'herlove', 'will', 'be', 'when', 'I', 'start', 'up', 'making', 'chicken', 'curry', 'and', 'end', 'up', 'makiing', 'sambarlife', 'will', 'be', 'the', 'most', 'beautiful', 'thenwill', 'get', 'every', 'morning', 'and', 'thank', 'god', 'for', 'the', 'day', 'because', 'she', 'is', 'with', 'meI', 'would', 'like', 'to', 'say', 'a', 'lotwill', 'tell', 'later']","['For', 'love', 'start', 'attractioni', 'feel', 'I', 'need', 'every', 'time', 'around', 'meshe', 'first', 'thing', 'comes', 'thoughtsI', 'would', 'start', 'day', 'end', 'hershe', 'every', 'time', 'I', 'dreamlove', 'every', 'breath', 'namemy', 'life', 'happen', 'around', 'hermy', 'life', 'named', 'herI', 'would', 'cry', 'herwill', 'give', 'happiness', 'take', 'sorrowsI', 'ready', 'fight', 'anyone', 'herI', 'love', 'I', 'craziest', 'things', 'herlove', 'I', 'dont', 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planetI', 'always', 'singing', 'praises', 'herlove', 'I', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambarlife', 'beautiful', 'thenwill', 'get', 'every', 'morning', 'thank', 'god', 'day', 'meI', 'would', 'like', 'say', 'lotwill', 'tell', 'later']"
1082,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)","['FRNDSHIP', 'is', 'like', 'a', 'needle', 'of', 'a', 'clock', 'Though', 'V', 'r', 'in', 'd', 'same', 'clock', 'V', 'r', 'nt', 'able', '2', 'met', 'Evn', 'if', 'V', 'meetitz', 'only', '4few', 'seconds', 'Bt', 'V', 'alwys', 'stay', 'conected', 'Gud', '9t']","['FRNDSHIP', 'like', 'needle', 'clock', 'Though', 'V', 'r', 'clock', 'V', 'r', 'nt', 'able', '2', 'met', 'Evn', 'V', 'meetitz', '4few', 'seconds', 'Bt', 'V', 'alwys', 'stay', 'conected', 'Gud', '9t']"
1083,ham,I don't think he has spatula hands!,"['I', 'dont', 'think', 'he', 'has', 'spatula', 'hands']","['I', 'dont', 'think', 'spatula', 'hands']"
1084,ham,You can never do NOTHING,"['You', 'can', 'never', 'do', 'NOTHING']","['You', 'never', 'NOTHING']"
1085,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,"['You', 'are', 'awarded', 'a', 'SiPix', 'Digital', 'Camera', 'call', '09061221061', 'from', 'landline', 'Delivery', 'within', '28days', 'T', 'Cs', 'Box177', 'M221BP', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '399']","['You', 'awarded', 'SiPix', 'Digital', 'Camera', 'call', '09061221061', 'landline', 'Delivery', 'within', '28days', 'T', 'Cs', 'Box177', 'M221BP', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '399']"
1086,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,"['Goodmorning', 'today', 'i', 'am', 'late', 'for', 'ltDECIMALgt', 'min']","['Goodmorning', 'today', 'late', 'ltDECIMALgt', 'min']"
1087,spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,"['WIN', 'URGENT', 'Your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', '2000', 'prize', 'GUARANTEED', 'call', '09061790121', 'from', 'land', 'line', 'claim', '3030', 'valid', '12hrs', 'only', '150ppm', '']","['WIN', 'URGENT', 'Your', 'mobile', 'number', 'awarded', '2000', 'prize', 'GUARANTEED', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm', '']"
1088,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,"['Please', 'da', 'call', 'me', 'any', 'mistake', 'from', 'my', 'side', 'sorry', 'da', 'Pls', 'da', 'goto', 'doctor']","['Please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'Pls', 'da', 'goto', 'doctor']"
1089,ham,Where r we meeting?,"['Where', 'r', 'we', 'meeting']","['Where', 'r', 'meeting']"
1090,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.","['Well', 'the', 'weather', 'in', 'calis', 'great', 'But', 'its', 'complexities', 'are', 'great', 'You', 'need', 'a', 'car', 'to', 'move', 'freely', 'its', 'taxes', 'are', 'outrageous', 'But', 'all', 'in', 'all', 'its', 'a', 'great', 'place', 'The', 'sad', 'part', 'is', 'i', 'missing', 'home']","['Well', 'weather', 'calis', 'great', 'But', 'complexities', 'great', 'You', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'But', 'great', 'place', 'The', 'sad', 'part', 'missing', 'home']"
1091,ham,Now only i reached home. . . I am very tired now. . I will come tomorro,"['Now', 'only', 'i', 'reached', 'home', 'I', 'am', 'very', 'tired', 'now', 'I', 'will', 'come', 'tomorro']","['Now', 'reached', 'home', 'I', 'tired', 'I', 'come', 'tomorro']"
1092,ham,Ryder unsold.now gibbs.,"['Ryder', 'unsoldnow', 'gibbs']","['Ryder', 'unsoldnow', 'gibbs']"
1093,spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,"['Dear', 'Subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'will', 'b', 'entered', 'on', 'receipt', 'of', 'a', 'correct', 'ans', 'When', 'was', 'Elvis', 'Presleys', 'Birthday', 'TXT', 'answer', 'to', '80062']","['Dear', 'Subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'When', 'Elvis', 'Presleys', 'Birthday', 'TXT', 'answer', '80062']"
1094,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,"['Dont', 'fret', 'Ill', 'buy', 'the', 'ovulation', 'test', 'strips', 'and', 'send', 'them', 'to', 'you', 'You', 'wont', 'get', 'them', 'til', 'like', 'march', 'Can', 'you', 'send', 'me', 'your', 'postal', 'addressull', 'be', 'alrightOkay']","['Dont', 'fret', 'Ill', 'buy', 'ovulation', 'test', 'strips', 'send', 'You', 'wont', 'get', 'til', 'like', 'march', 'Can', 'send', 'postal', 'addressull', 'alrightOkay']"
1095,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,"['NO', 'GIFTS', 'You', 'trying', 'to', 'get', 'me', 'to', 'throw', 'myself', 'off', 'a', 'cliff', 'or', 'something']","['NO', 'GIFTS', 'You', 'trying', 'get', 'throw', 'cliff', 'something']"
1096,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,"['Been', 'up', 'to', 'ne', 'thing', 'interesting', 'Did', 'you', 'have', 'a', 'good', 'birthday', 'When', 'are', 'u', 'wrking', 'nxt', 'I', 'started', 'uni', 'today']","['Been', 'ne', 'thing', 'interesting', 'Did', 'good', 'birthday', 'When', 'u', 'wrking', 'nxt', 'I', 'started', 'uni', 'today']"
1097,ham,You busy or can I come by at some point and figure out what we're doing tomorrow,"['You', 'busy', 'or', 'can', 'I', 'come', 'by', 'at', 'some', 'point', 'and', 'figure', 'out', 'what', 'were', 'doing', 'tomorrow']","['You', 'busy', 'I', 'come', 'point', 'figure', 'tomorrow']"
1098,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary","['Yeah', 'go', 'on', 'then', 'bored', 'and', 'depressed', 'sittin', 'waitin', 'for', 'phone', 'to', 'ring', 'Hope', 'the', 'wind', 'drops', 'though', 'scary']","['Yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'Hope', 'wind', 'drops', 'though', 'scary']"
1099,ham,Black shirt n blue jeans... I thk i c ü...,"['Black', 'shirt', 'n', 'blue', 'jeans', 'I', 'thk', 'i', 'c', 'ü']","['Black', 'shirt', 'n', 'blue', 'jeans', 'I', 'thk', 'c', 'ü']"
1100,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,"['Aiyah', 'sorry', 'lor', 'I', 'watch', 'tv', 'watch', 'until', 'i', 'forgot', '2', 'check', 'my', 'phone']","['Aiyah', 'sorry', 'lor', 'I', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']"
1101,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,"['Message', 'Important', 'information', 'for', 'O2', 'user', 'Today', 'is', 'your', 'lucky', 'day', '2', 'find', 'out', 'why', 'log', 'onto', 'httpwwwurawinnercom', 'there', 'is', 'a', 'fantastic', 'surprise', 'awaiting', 'you']","['Message', 'Important', 'information', 'O2', 'user', 'Today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']"
1102,ham,on hen night. Going with a swing,"['on', 'hen', 'night', 'Going', 'with', 'a', 'swing']","['hen', 'night', 'Going', 'swing']"
1103,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*","['Good', 'afternoon', 'my', 'love', 'How', 'goes', 'your', 'day', 'What', 'are', 'you', 'up', 'to', 'I', 'woke', 'early', 'and', 'am', 'online', 'waiting', 'for', 'you', 'Hmmm', 'Italian', 'boy', 'is', 'online', 'I', 'see', 'grins']","['Good', 'afternoon', 'love', 'How', 'goes', 'day', 'What', 'I', 'woke', 'early', 'online', 'waiting', 'Hmmm', 'Italian', 'boy', 'online', 'I', 'see', 'grins']"
